participante,seg_id,bpm_watch,pred_final
15,900,92.11993505242582,82.50840296708908
15,900,92.39852558947229,82.50840296708908
15,900,93.07542209511712,82.50840296708908
15,1100,57.31122190669207,87.24492895128154
15,1100,57.982258230473576,87.24492895128154
15,1100,58.83004168524886,87.24492895128154
15,1100,59.21089012437052,87.24492895128154
15,1100,59.50333136062168,87.24492895128154
15,1300,58.43866313848768,86.89954579051673
15,1300,56.63796093721927,86.89954579051673
15,1300,56.1064430890948,86.89954579051673
15,1300,55.73481493032914,86.89954579051673
15,1300,55.550861063228304,86.89954579051673
15,1400,68.44385579464927,83.80318186358912
15,1400,69.80450505631354,83.80318186358912
15,1400,73.37548693869279,83.80318186358912
15,1400,76.70415377526307,83.80318186358912
15,1400,77.66376652866899,83.80318186358912
16,500,73.88542659287846,74.14818332590967
16,500,74.3182900463864,74.14818332590967
16,500,75.00198514636976,74.14818332590967
16,500,75.86276604509973,74.14818332590967
16,500,76.19858860071602,74.14818332590967
16,800,81.19707390297027,74.47430242095977
16,800,79.91445200814827,74.47430242095977
16,800,79.12721294943904,74.47430242095977
16,800,78.55369405395541,74.47430242095977
16,800,77.75776109798646,74.47430242095977
16,1300,69.15033000363024,74.03905393733251
16,1300,67.47246387015174,74.03905393733251
16,1300,67.08418855192342,74.03905393733251
16,1300,67.19538793553522,74.03905393733251
16,1300,67.41369797553851,74.03905393733251
16,1400,70.32332389049016,74.66260219375884
16,1400,70.29700696732989,74.66260219375884
16,1400,70.93310927455799,74.66260219375884
16,1400,71.7761963895859,74.66260219375884
16,1400,72.60882131605646,74.66260219375884
17,700,81.67967138560046,80.47674418406518
17,700,81.98777994882494,80.47674418406518
17,700,83.2516866603455,80.47674418406518
17,700,84.40189941775748,80.47674418406518
17,700,85.78886817492447,80.47674418406518
17,1100,67.36737257602014,78.96392152289273
17,1100,65.83631088752898,78.96392152289273
17,1100,66.50543936525719,78.96392152289273
17,1100,67.06037716055242,78.96392152289273
17,1100,67.13078630399642,78.96392152289273
17,1200,78.02067875236722,80.28511079008112
17,1200,74.51714403815085,80.28511079008112
17,1200,72.98364507470814,80.28511079008112
17,1200,72.09892545345025,80.28511079008112
17,1200,71.3418848739558,80.28511079008112
17,1500,87.22232253090664,86.19608826941665
17,1500,85.43634004314225,86.19608826941665
17,1500,83.6031337082644,86.19608826941665
17,1500,82.44476039265142,86.19608826941665
17,1500,81.82652133362333,86.19608826941665
18,900,104.8999141465018,90.75295346182817
18,900,103.61279367905158,90.75295346182817
18,900,102.11088609778004,90.75295346182817
18,900,101.18342913796891,90.75295346182817
18,900,100.18454086661691,90.75295346182817
18,1200,78.75218672987187,89.49700773670622
18,1200,76.84383702990296,89.49700773670622
18,1200,76.08632150451443,89.49700773670622
18,1200,76.64955977565205,89.49700773670622
18,1200,77.96764442707502,89.49700773670622
18,1600,105.15124546094698,91.25058973065866
18,1600,105.41651691069332,91.25058973065866
18,1600,105.91226846108704,91.25058973065866
18,1600,106.71518235846516,91.25058973065866
18,1600,107.6227713640634,91.25058973065866
18,1700,104.563778199557,91.24391913605152
18,1700,105.49197380680708,91.24391913605152
18,1700,106.5178925341858,91.24391913605152
18,1700,107.3996472163634,91.24391913605152
18,1700,107.45213896082596,91.24391913605152
19,200,85.42777484714212,102.63837780452384
19,200,82.47697419253262,102.63837780452384
19,200,80.94482930439375,102.63837780452384
19,200,80.97045478676304,102.63837780452384
19,200,81.90476361962106,102.63837780452384
19,300,85.57950203725787,101.87654276210908
19,300,87.30579782523118,101.87654276210908
19,300,88.41386316287053,101.87654276210908
19,300,88.75617135128417,101.87654276210908
19,300,89.24152920779606,101.87654276210908
19,400,93.33194074269927,101.46268400327703
19,400,92.4749361861836,101.46268400327703
19,400,92.06753597207916,101.46268400327703
19,400,91.49505190622236,101.46268400327703
19,400,91.25756366696709,101.46268400327703
19,1000,98.1781158430822,103.2873918472499
19,1000,99.5473451795969,103.2873918472499
19,1000,103.0024362752964,103.2873918472499
19,1000,108.9196449296299,103.2873918472499
19,1000,114.23931073618256,103.2873918472499
20,600,82.98695638324682,80.90541651163808
20,600,82.89920211323413,80.90541651163808
20,600,82.38800643347044,80.90541651163808
20,600,82.70617641298286,80.90541651163808
20,600,84.14712991848653,80.90541651163808
20,1300,75.49697898961763,79.49590153708276
20,1300,74.91556530483872,79.49590153708276
20,1300,74.65345509010993,79.49590153708276
20,1300,74.41419862049483,79.49590153708276
20,1300,74.18109556379771,79.49590153708276
20,1400,75.16555692230983,80.73468032906706
20,1400,75.87024912400679,80.73468032906706
20,1400,77.3021910529116,80.73468032906706
20,1400,79.6117175973339,80.73468032906706
20,1400,82.30125555845822,80.73468032906706
20,1600,101.3553264384318,86.75148786512281
20,1600,101.44153984738634,86.75148786512281
20,1600,101.77469491287742,86.75148786512281
20,1600,102.42946843399112,86.75148786512281
20,1600,103.00876985767025,86.75148786512281
21,100,67.298429381899,68.63007391991631
21,100,65.45123335871345,68.63007391991631
21,100,64.85491650961178,68.63007391991631
21,100,65.3706760719225,68.63007391991631
21,100,66.40419258785798,68.63007391991631
21,400,74.72996576823196,67.66797224836642
21,400,74.67754213296489,67.66797224836642
